OBJECTID,AREA_NAME,HOOD_ID,POPN_PROJ_2022,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,Shape__Area,Shape__Length
113,St.Andrew-Windfields,40,19666,53,41,53,47,59,64,48,50,58,289.1908,224.9657,291.7699,254.3428,312.5828,333.4723,247.8315,257.4268,294.9253,17,25,10,15,24,40,31,63,85,92.75932,137.1742,55.05092,81.17323,127.1523,208.4202,160.0578,324.3577,324.3577,8,1,7,5,7,4,16,14,8,43.65144,5.486969,38.53564,27.05774,37.08609,20.84202,82.61049,72.07949,72.07949,81,79,56,88,81,84,50,33,52,441.9709,433.4705,308.2852,476.2162,429.1391,437.6824,258.1578,169.9017,264.4157,1,0,0,2,0,0,0,0,0,5.456430403,0,0,11,0,0,0,0,0,8,5,17,1,5,11,9,2,8,43.65144,93.58657,5.411548,26.49007,57.31555,46.4684,10.29707,40.67934,27.43484,1,0,2,0,1,2,1,0,0,5.45643,0,11.01018,0,5.298013,10.42101,5.163156,0,0,59,43,27,31,27,50,60,62,59,321.9294,235.9396,148.6375,167.758,143.0464,260.5252,309.7893,319.2092,300.0102,10,14,9,7,6,7,4,7,13,54.5643,76.81756,49.54583,37.88084,31.78808,36.47353,20.65262,36.03975,66.10394,7345556.32348633,12863.4207769603
114,Bedford Park-Nortown,39,25143,60,28,34,52,39,59,52,44,42,254.6473,119.2149,144.9152,218.0842,160.4212,239.1569,209.3229,176.7849,167.0445,40,40,30,47,49,63,80,104,165,169.7649,170.307,127.8663,197.1146,201.5549,255.3709,322.0352,417.8553,417.8553,11,9,20,11,20,20,8,3,6,46.68534,38.31907,85.24422,46.1332,82.26729,81.07013,32.20353,12.05352,12.05352,84,67,100,121,101,90,63,30,64,356.5062,285.2642,426.2211,507.4652,415.4498,364.8156,253.6028,120.5352,254.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,18,17,13,14,18,10,12,55.17358,76.7198,71.29676,53.47374,56.74909,72.45793,40.17839,47.727,34.0614,1,0,1,0,0,2,1,2,0,4.244122,0,4.262211,0,0,8.107013,4.025441,8.035679,0,68,65,46,87,74,119,111,50,68,288.6003,276.7488,196.0617,364.8717,304.3889,482.3672,446.8239,200.892,270.453,10,14,7,13,7,18,10,4,8,42.44122,59.60744,29.83548,54.52105,28.79355,72.96311,40.25441,16.07136,31.818,5518287.28320313,12817.1291930761
115,Lansing-Westgate,38,17612,39,77,65,84,65,69,97,93,66,242.9755,472.0741,391.5427,499.3461,379.407,397.3281,555.2693,532.524,374.7445,18,22,26,28,16,25,46,61,65,112.1425,134.8783,156.6171,166.4487,93.39248,143.9595,263.3236,349.29,349.29,6,4,13,5,4,5,11,12,1,37.38085,24.52333,78.30853,29.72298,23.34812,28.79189,62.96869,68.71278,68.71278,34,27,41,42,50,39,39,16,37,211.8248,165.5325,246.9731,249.673,291.8515,224.5768,223.2526,91.61704,210.084,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17.03384,11,5,5,14,32,9,11,12,14,68.53156,30.11867,83.22435,186.785,51.82541,62.96869,68.71278,79.49126,30.65416,0,1,1,0,1,2,1,3,2,0,6.130832,6.023734,0,5.83703,11.51676,5.724426,17.1782,11.35589,22,31,38,32,52,72,86,40,22,137.0631,190.0558,228.9019,190.2271,303.5256,414.6032,492.3007,229.0426,124.9148,4,5,4,11,6,10,8,5,12,24.92057,30.65416,24.09493,65.39056,35.02218,57.58379,45.79541,28.63033,68.13536,5346280.2175293,11112.2295430937
116,Willowdale West,37,19225,78,103,95,76,95,105,82,82,121,470.0494,608.963,549.6413,430.2049,524.2536,567.4142,437.1468,433.6101,629.3888,9,14,11,13,11,24,45,34,43,54.23647,82.77167,63.64267,73.58768,60.70305,129.6947,239.8976,179.7895,179.7895,5,15,47,23,8,11,13,18,18,30.13137,88.68393,271.9278,130.1936,44.14767,59.44339,69.30376,95.1827,95.1827,29,16,38,30,35,20,23,16,30,174.762,94.59619,219.8565,169.8177,193.1461,108.0789,122.6143,84.60684,156.0468,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,1,11,23,32,25,25,29,3,84.36784,63.64267,130.1936,176.5907,135.0986,133.2765,153.3499,15.60468,5.912262,0,0,2,0,0,0,1,0,0,0,0,11.5714,0,0,0,5.331059,0,0,14,17,40,45,37,56,73,67,14,84.36784,100.5085,231.4279,254.7266,204.183,302.6209,389.1673,354.2912,72.82185,4,6,4,4,6,9,9,9,9,24.1051,35.47357,23.14279,22.64236,33.11076,48.63551,47.97953,47.59135,46.81404,2883426.36987305,7476.86603143662
117,Newtonbrook West,36,25890,144,113,139,111,169,157,175,202,230,594.2556,465.4995,570.233,448.6661,671.7545,615.8312,681.9953,786.9721,888.3739,50,24,45,35,51,58,61,88,164,206.3387,98.86715,184.6078,141.4713,202.7188,227.5045,237.7241,342.8393,342.8393,17,19,27,24,16,16,23,17,13,70.15517,78.26982,110.7647,97.0089,63.59806,62.75986,89.63367,66.23032,66.23032,54,42,54,87,54,53,31,35,36,222.8458,173.0175,221.5294,351.6572,214.6434,207.8921,120.8106,136.3566,139.0498,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.862495,24,6,16,40,24,18,23,19,30,99.04259,65.63834,161.6815,95.39709,70.60485,89.63367,74.02213,115.8749,24.71679,1,0,0,0,0,1,5,0,2,4.126774,0,0,0,0,3.922492,19.48558,0,7.72499,62,66,45,51,63,83,96,80,62,255.86,271.8846,184.6078,206.1439,250.4174,325.5668,374.1231,311.6721,239.4747,7,10,6,17,9,11,9,9,13,28.88742,41.19464,24.61437,68.71463,35.77391,43.14741,35.07405,35.06311,50.21244,4695659.4765625,8634.15188624592
118,Westminster-Branson,35,27570,81,94,111,100,100,105,93,89,87,303.9514,351.7043,413.3463,369.0037,365.1101,380.3108,336.6028,323.8012,315.5604,29,19,24,18,35,34,49,61,83,108.8221,71.08916,89.37216,66.42066,127.7885,123.1482,177.3499,221.9312,221.9312,8,11,15,10,5,11,14,17,4,30.01989,41.15688,55.8576,36.90037,18.2555,39.84208,50.67139,61.84967,61.84967,61,68,19,42,40,38,15,25,32,228.9016,254.4244,70.75296,154.9816,146.044,137.6363,54.29078,90.9554,116.0682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,10,15,15,8,17,8,14,48.78232,37.2384,55.35055,54.76651,28.97606,61.52955,29.10573,50.77983,22.44921,0,0,2,0,1,1,1,2,0,0,0,7.44768,0,3.651101,3.622007,3.619385,7.276432,0,79,51,44,43,61,52,70,59,79,296.4464,190.8183,163.849,158.6716,222.7171,188.3444,253.357,214.6547,286.5433,3,5,7,4,4,1,6,7,11,11.25746,18.70767,26.06688,14.76015,14.6044,3.622007,21.71631,25.46751,39.89844,3667829.27368164,11497.2924973718
119,Bathurst Manor,34,16993,46,47,71,56,67,57,60,55,58,288.2386,294.1913,442.3676,344.2764,404.7849,339.9129,355.9986,326.1385,341.317,37,23,25,25,37,25,46,44,76,231.8441,143.9659,155.7632,153.6948,223.5379,149.0846,272.9323,260.9108,260.9108,4,6,4,7,9,6,12,5,7,25.06423,37.55634,24.92212,43.03455,54.37409,35.78031,71.19971,29.64896,29.64896,34,30,33,38,32,22,27,18,24,213.0459,187.7817,205.6075,233.6161,193.3301,131.1945,160.1994,106.7362,141.2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,12,13,10,15,7,9,17,50.12845,74.76636,79.92131,60.41566,89.45078,41.53317,53.36812,100.0412,62.59389,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5.93331,5.929791,5.884776,39,28,34,30,41,32,57,35,39,244.3762,175.2629,211.838,184.4338,247.7042,190.8283,338.1986,207.5427,229.5063,2,2,4,5,4,5,7,1,6,12.53211,12.51878,24.92212,30.73896,24.16626,29.81692,41.53317,5.929791,35.30865,4760369.421875,14571.4962180331
120,Clanton Park,33,18681,75,63,57,61,85,91,81,97,117,460.9428,379.8842,336.5016,352.5808,479.4134,503.4857,442.7197,526.8876,626.3048,70,30,50,27,42,44,43,89,158,430.2133,180.8972,295.1768,156.0603,236.8866,243.4436,235.024,483.4329,483.4329,6,5,1,5,11,9,11,12,15,36.87542,30.14954,5.903536,28.90006,62.04174,49.79528,60.12243,65.18197,65.18197,61,44,41,54,52,44,33,36,39,374.9001,265.316,242.045,312.1207,293.2882,243.4436,180.3673,195.5459,208.7683,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,5.43183,0,8,8,7,15,11,16,16,13,19,49.16723,41.32475,86.70019,62.04174,88.52496,87.45081,70.6138,101.7076,48.23927,1,1,0,1,0,2,4,0,1,6.145904,6.029908,0,5.780013,0,11.06562,21.8627,0,5.353033,37,51,41,69,65,68,77,75,37,227.3984,307.5253,242.045,398.8209,366.6103,376.231,420.857,407.3873,198.0622,5,6,6,5,9,4,5,7,10,30.72952,36.17945,35.42122,28.90006,50.76142,22.13124,27.32838,38.02281,53.53032,4166282.88330078,10224.4351950657
121,Englemount-Lawrence,32,24057,79,83,130,106,97,112,102,88,86,351.7051,369.4965,577.2134,463.5298,416.6846,473.7933,428.5714,369.143,357.4843,29,21,23,35,40,23,31,35,59,129.1069,93.48707,102.1224,153.0523,171.8287,97.29684,130.2521,146.8182,146.8182,6,27,18,6,12,10,33,13,7,26.71178,120.1977,79.92185,26.23754,51.54861,42.30297,138.6555,54.53249,54.53249,44,41,56,47,52,32,34,23,15,195.8864,182.5224,248.6458,205.5274,223.3773,135.3695,142.8571,96.48056,62.35191,0,0,0,0,1,0,1,1,0,0,0,0,0,4.295717,0,4.201681,4.194807,0,30,13,37,22,10,15,23,7,5,133.5589,164.2838,96.2043,42.95717,63.45446,96.63866,29.36365,20.78397,57.87295,3,6,16,5,8,12,10,4,3,13.35589,26.71059,71.04165,21.86461,34.36574,50.76357,42.01681,16.77923,12.47038,29,53,37,51,55,63,69,62,29,129.1069,235.9436,164.2838,223.0191,236.2645,266.5087,289.916,260.078,120.547,4,2,7,10,7,7,8,9,3,17.80785,8.90353,31.08072,43.72923,30.07002,29.61208,33.61345,37.75326,12.47038,3478125.60131836,8311.87171130758
122,Yorkdale-Glen Park,31,16769,106,137,175,161,174,206,157,162,180,733.2088,949.2794,1210.403,1080.9,1130.825,1302.067,971.3543,986.782,1073.409,67,53,41,52,63,62,87,93,190,463.4433,367.2395,283.58,349.1104,409.4365,391.8842,538.2664,566.486,566.486,13,15,11,12,15,20,33,29,18,89.92184,103.9357,76.08244,80.56395,97.48489,126.4143,204.17,176.6462,176.6462,51,57,66,58,64,87,75,63,59,352.7703,394.9557,456.4947,389.3924,415.9355,549.902,464.0228,383.7486,351.8397,1,1,1,1,2,1,1,1,1,6.917064398,7,7,7,12.99798,6.320713,6.18697,6.091247,5.963385,23,21,24,34,47,42,40,17,32,159.0925,165.9981,228.2645,305.4527,265.4699,247.4788,103.5512,190.8283,145.51,3,3,1,6,10,17,15,9,7,20.75119,20.78714,6.916586,40.28197,64.98993,107.4521,92.80455,54.82122,41.74369,105,76,63,77,97,86,128,112,105,726.2917,526.6075,435.7449,516.952,630.4023,543.5813,791.9322,682.2197,626.1554,23,15,26,23,20,30,18,21,40,159.0925,103.9357,179.8312,154.4142,129.9799,189.6214,111.3655,127.9162,238.5354,6038309.42163086,10079.377513198
123,Brookhaven-Amesbury,30,18672,87,101,121,122,105,105,94,138,159,472.6206,551.4304,661.6722,662.1079,563.6071,560.1195,501.6544,740.6215,851.5424,39,42,30,24,48,37,56,49,67,211.8644,229.3077,164.051,130.2507,257.649,197.3754,298.8579,262.9743,262.9743,2,6,4,7,6,4,1,7,4,10.86484,32.75824,21.87346,37.9898,32.20612,21.33788,5.336749,37.56776,37.56776,23,44,31,32,33,50,33,25,20,124.9457,240.2271,169.5193,173.6676,177.1337,266.7236,176.1127,134.1706,107.1123,1,0,1,0,0,0,0,3,2,5.432420687,0,5,0,0,0,0,16.10047,10.71123,32,20,33,21,20,23,16,15,12,173.8375,180.4561,113.9694,107.3537,122.6928,85.38799,80.50233,64.26735,109.1941,2,2,3,7,2,8,1,5,5,10.86484,10.91941,16.4051,37.9898,10.73537,42.67577,5.336749,26.83411,26.77806,34,51,27,33,46,51,61,47,34,184.7023,278.4451,147.6459,179.0948,246.9136,272.058,325.5417,252.2406,182.0908,5,8,1,7,11,12,10,5,8,27.1621,43.67766,5.468366,37.9898,59.04455,64.01366,53.36749,26.83411,42.8449,3507312.73022461,8980.39930202678
124,Maple Leaf,29,10559,21,31,42,18,27,28,28,32,51,205.2385,304.4589,413.6708,175.5241,259.7903,266.3369,265.5791,304.5299,483.0003,7,18,15,8,13,25,18,12,44,68.41282,176.7826,147.7396,78.01073,125.0842,237.8008,170.7294,114.1987,114.1987,0,1,0,2,1,0,2,1,0,0,9.821253,0,19.50268,9.621861,0,18.96993,9.516559,9.516559,14,13,18,10,7,15,10,10,21,136.8256,127.6763,177.2875,97.5134,67.35303,142.6805,94.84966,95.16559,198.8825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,2,6,4,2,1,5,87.95934,78.79444,19.50268,57.73117,38.04813,18.96993,9.516559,47.35297,29.46376,0,2,0,1,2,1,1,2,1,0,19.64251,0,9.751341,19.24372,9.512033,9.484966,19.03312,9.470593,12,18,13,6,33,18,31,19,12,117.2791,176.7826,128.041,58.50805,317.5214,171.2166,294.034,180.8146,113.6471,0,4,0,2,4,3,2,3,3,0,39.28501,0,19.50268,38.48744,28.5361,18.96993,28.54968,28.41178,2526495.2512207,6377.82451033281
125,Rustic,28,10346,53,66,74,64,72,64,60,62,74,524.4928,656.1941,737.6395,631.4751,702.2335,618.8956,579.4862,601.3579,715.2523,7,19,10,11,15,38,22,16,35,69.27264,188.9044,99.68102,108.5348,146.2986,367.4693,212.4783,155.1891,155.1891,0,2,3,0,0,2,5,0,1,0,19.88467,29.90431,0,0,19.34049,48.29052,0,0,21,17,17,12,9,14,15,7,10,207.8179,169.0197,169.4577,118.4016,87.77919,135.3834,144.8716,67.89525,96.65572,0,1,0,0,0,1,0,2,0,0,10,0,0,0,9.670244,0,19.39864,0,14,16,6,4,8,3,8,6,4,138.5453,59.80861,39.46719,78.02594,29.01073,77.26482,58.19593,38.66228,159.0773,5,7,9,3,8,7,6,7,1,49.48045,69.59634,89.71292,29.6004,78.02594,67.69171,57.94862,67.89525,9.665571,20,14,8,18,47,26,35,13,20,197.9218,139.1927,79.74482,177.6024,458.4024,251.4264,338.0336,126.0912,193.3114,1,1,3,1,2,1,4,0,5,9.896091,9.942334,29.90431,9.866798,19.50648,9.670244,38.63241,0,48.32786,2096378.20068359,5889.05415756921
126,York University Heights,27,29652,271,294,361,342,355,378,347,331,330,940.2866,1025.748,1264.67,1184.292,1213.26,1279.838,1172.139,1121.616,1112.91,108,100,109,93,91,146,187,170,226,374.7268,348.894,381.8532,322.0445,311.0048,494.3288,631.6714,576.0564,576.0564,15,27,25,33,36,18,39,18,34,52.04538,94.20138,87.58101,114.2738,123.0349,60.94464,131.739,60.99421,60.99421,108,140,99,105,122,111,105,114,127,374.7268,488.4516,346.8208,363.5986,416.9515,375.8253,354.6818,386.2966,428.3016,1,0,2,1,1,0,1,6,3,3.469692238,0,7,3,3.417635,0,3.377922,20.3314,10.11736,59,85,69,75,91,82,47,40,51,204.7118,241.7236,259.7133,311.0048,277.6367,158.7623,135.5427,171.9951,296.5599,2,1,5,10,8,6,12,14,13,6.939384,3.48894,17.5162,34.62844,27.34108,20.31488,40.53506,47.43994,43.8419,141,122,136,164,169,159,262,200,141,489.2266,425.6507,476.4407,567.9064,577.5803,538.3444,885.0156,677.7134,475.516,30,46,38,38,37,31,42,32,60,104.0908,160.4912,133.1231,131.5881,126.4525,104.9602,141.8727,108.4341,202.3472,13246479.2902832,18511.6920550822
127,Glenfield-Jane Heights,25,32124,296,311,315,288,307,351,285,315,285,935.0223,992.6271,1013.122,917.139,965.6821,1094.617,887.1595,984.6212,887.1871,45,51,65,51,68,88,120,105,159,142.1487,162.7781,209.057,162.41,213.897,274.434,373.5409,328.2071,328.2071,10,28,10,13,8,8,15,6,5,31.58859,89.36835,32.16261,41.39864,25.16435,24.94854,46.69261,18.75469,18.75469,36,36,30,42,38,36,51,41,34,113.7189,114.9022,96.48784,133.7494,119.5307,112.2684,158.7549,128.157,105.8399,0,0,1,2,0,2,1,5,3,0,0,3,6,0,6.237136,3.11284,15.62891,9.338812,49,50,71,53,53,50,50,29,31,154.7841,228.3546,168.7791,166.7139,155.9284,155.642,90.64766,96.50106,159.5863,8,17,22,21,25,31,34,19,10,25.27087,54.25936,70.75775,66.87472,78.63861,96.67561,105.8366,59.38985,31.12937,79,47,88,61,82,74,139,96,79,249.5499,150.0112,283.031,194.2551,257.9346,230.774,432.6848,300.075,245.9221,7,7,9,7,11,12,19,7,11,22.11201,22.34209,28.94635,22.29157,34.60099,37.42282,59.14397,21.88047,34.24231,5150697.50024414,11459.9417497783
128,Broadview North,57,12153,49,58,46,57,57,69,62,55,58,409.8361,487.4359,387.5316,476.4293,471.2302,566.0377,508.5719,453.4213,477.2484,2,4,7,6,6,3,7,10,15,16.728,33.61627,58.9722,50.15045,49.60318,24.61034,57.41941,82.44023,82.44023,4,9,16,10,1,13,35,10,24,33.45601,75.6366,134.7936,83.58408,8.267196,106.6448,287.097,82.44023,82.44023,14,21,16,24,8,25,25,18,18,117.096,176.4854,134.7936,200.6018,66.13757,205.0861,205.0693,148.3924,148.1116,0,0,0,1,1,0,0,1,1,0,0,0,8,8.267196,0,0,8.244023,8.228421,9,4,11,5,7,5,3,10,2,75.27601,92.6706,41.79204,57.87037,41.01723,24.60832,82.44023,16.45684,33.61627,0,0,1,1,0,0,0,1,2,0,0,8.4246,8.358409,0,0,0,8.244023,16.45684,15,24,24,12,16,26,32,22,15,125.46,201.6976,202.1904,100.3009,132.2751,213.2896,262.4887,181.3685,123.4263,0,2,2,1,1,1,6,1,3,0,16.80814,16.8492,8.358409,8.267196,8.203445,49.21664,8.244023,24.68526,1745977.78320313,7178.09962216776
129,Leaside-Bennington,56,18020,40,28,40,38,36,31,29,50,33,232.032,163.4273,234.3979,219.8184,204.8015,174.1182,162.0474,279.7672,183.1299,11,14,3,4,40,31,43,85,78,63.80881,81.71365,17.57984,23.13877,227.5572,174.1182,240.2772,475.6043,475.6043,26,23,38,17,23,26,48,28,10,150.8208,134.2439,222.678,98.33979,130.8454,146.0346,268.2164,156.6696,156.6696,39,30,33,29,34,45,40,39,41,226.2312,175.1007,193.3783,167.7561,193.4236,252.7522,223.5136,218.2184,227.525,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,11,8,13,8,2,8,3,4,40.6056,46.87958,75.20102,45.51144,11.23343,44.70273,16.78603,22.19756,64.20358,0,1,0,0,0,0,0,1,1,0,5.836689,0,0,0,0,0,5.595345,5.549389,66,35,19,44,29,46,43,40,66,382.8528,204.2841,111.339,254.5265,164.979,258.3689,240.2772,223.8138,366.2597,9,5,3,4,3,7,6,3,3,52.2072,29.18345,17.57984,23.13877,17.06679,39.31701,33.52705,16.78603,16.64817,4784981.63305664,14837.3976486651
130,Thorncliffe Park,55,22363,87,106,89,100,93,121,98,118,115,416.1684,500.354,413.761,459.4955,422.1324,544.0648,439.1665,530.9814,514.2422,13,12,5,9,13,15,20,16,32,62.18608,56.64385,23.245,41.35459,59.00776,67.44604,89.62581,71.99748,71.99748,10,5,15,10,3,8,15,17,16,47.83545,23.6016,69.73501,45.94955,13.61718,35.97122,67.21936,76.49732,76.49732,34,27,24,19,24,28,41,35,53,162.6405,127.4487,111.576,87.30414,108.9374,125.8993,183.7329,157.4945,236.9986,3,1,1,4,0,0,2,0,0,14.35063382,5,5,18,0,0,8.962582,0,0,16,10,16,9,4,13,5,14,17,76.53671,74.38401,41.35459,18.15623,58.45324,22.40645,62.9978,76.01842,47.20321,1,1,1,2,3,8,9,3,3,4.783545,4.720321,4.649001,9.18991,13.61718,35.97122,40.33162,13.49953,13.41502,26,17,30,25,30,27,26,34,26,124.3722,80.24545,139.47,114.8739,136.1718,121.4029,116.5136,152.9946,116.2635,9,6,11,9,4,5,4,0,10,43.0519,28.32193,51.139,41.35459,18.15623,22.48201,17.92516,0,44.71672,3126357.39526367,7503.56616251055
131,O'Connor-Parkview,54,19783,182,161,127,132,133,143,114,115,160,955.8322,845.8992,665.5138,684.6118,680.5854,725.3728,577.3029,583.8453,808.7752,22,12,7,10,19,28,21,43,39,115.5402,63.04839,36.68186,51.86453,97.22649,142.031,106.3453,218.3074,218.3074,9,11,6,9,9,5,6,7,7,47.26643,57.79436,31.4416,46.67808,46.05465,25.36269,30.38436,35.53841,35.53841,53,30,34,39,26,56,25,38,49,278.3467,157.621,178.1691,202.2717,133.0468,284.0621,126.6015,192.9228,247.6874,1,0,0,1,0,0,0,1,0,5.251825009,0,0,5,0,0,0,5.076915,0,29,13,28,18,7,12,19,12,8,152.3029,146.7274,93.35616,35.82029,60.87045,96.21715,60.92299,40.43876,68.30242,5,3,1,2,5,4,1,2,3,26.25912,15.7621,5.240266,10.37291,25.58592,20.29015,5.06406,10.15383,15.16454,62,88,84,31,78,50,78,65,62,325.6132,462.3549,440.1824,160.78,399.1403,253.6269,394.9967,329.9995,313.4004,11,6,6,2,6,7,10,2,9,57.77008,31.52419,31.4416,10.37291,30.7031,35.50776,50.6406,10.15383,45.49361,4876711.34521484,10926.9769700329
132,Henry Farm,53,22046,62,63,73,74,76,86,87,99,96,423.266,407.4769,447.3587,426.3901,412.3264,442.023,427.6445,469.3055,435.4532,14,12,10,15,16,23,21,33,27,95.57619,77.61465,61.28202,86.43042,86.80556,118.2155,103.2245,156.4352,156.4352,4,2,1,3,1,6,12,19,7,27.30748,12.93577,6.128202,17.28609,5.425347,30.83882,58.98545,90.06873,90.06873,38,26,12,28,22,39,33,24,36,259.4211,168.1651,73.53842,161.3368,119.3576,200.4523,162.21,113.771,163.2949,0,1,0,1,1,0,0,0,0,0,6,0,6,5.425347,0,0,0,0,7,6,6,12,10,7,6,8,12,47.78809,36.76921,69.14434,54.25347,35.97862,29.49273,37.92368,54.43164,38.80732,0,4,0,1,2,4,3,0,2,0,25.87155,0,5.762028,10.85069,20.55921,14.74636,0,9.07194,58,37,44,23,24,84,40,100,58,395.9585,239.3118,269.6409,132.5266,130.2083,431.7434,196.6182,474.046,263.0863,4,3,1,9,5,13,6,6,10,27.30748,19.40366,6.128202,51.85825,27.12674,66.81744,29.49273,28.44276,45.3597,2593567.26367188,8182.26330603016
